                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    220,                0.19695,                0.19215,                0.26402,                0.83225,                0.92637,                      1,                  0.995,                0.95009,                0.92637,                      1,                  0.995,                 0.8953,                0.30106,                0.71104,                0.38573,                0.89484,             0.00022131,             0.00022131,             0.00022131
                    221,                0.22808,                0.30786,                0.28554,                0.84247,                0.93516,                      1,                 0.9895,                0.94774,                0.93516,                      1,                 0.9895,                0.89695,                0.29696,                0.70648,                0.40735,                0.89357,             0.00021471,             0.00021471,             0.00021471
                    222,                0.19418,                0.20739,                0.35449,                0.85577,                0.94426,                0.98828,                 0.9895,                0.94356,                0.94426,                0.98828,                 0.9895,                0.89457,                0.28946,                0.71479,                0.44112,                0.88915,             0.00020811,             0.00020811,             0.00020811
                    223,                0.22616,                0.23544,                0.27485,                0.83226,                0.94338,                0.99057,                 0.9785,                0.93109,                0.94338,                0.99057,                 0.9785,                0.88265,                0.28956,                0.71779,                0.46226,                0.88863,             0.00020151,             0.00020151,             0.00020151
                    224,                 0.2392,                0.25263,                0.29155,                0.86298,                0.94332,                0.97732,                 0.9675,                0.92008,                0.94332,                0.97732,                 0.9675,                0.86431,                0.29492,                0.72447,                0.47179,                0.89253,             0.00019491,             0.00019491,             0.00019491
                    225,                0.21408,                0.22404,                0.26429,                0.82131,                0.87651,                      1,                0.93975,                0.89427,                0.87651,                      1,                0.93975,                0.84516,                0.30211,                0.73686,                0.49162,                0.89543,              0.0001883,              0.0001883,              0.0001883
                    226,                 0.2082,                0.23431,                0.25437,                0.82212,                0.87759,                0.94444,                0.93525,                0.89258,                0.87759,                0.94444,                0.93525,                0.82401,                0.31943,                0.73849,                0.50808,                0.90835,              0.0001817,              0.0001817,              0.0001817
                    227,                0.21964,                0.21642,                0.31505,                0.82586,                0.80512,                      1,                0.93525,                0.88502,                0.80512,                      1,                0.93525,                0.82052,                 0.3217,                0.73555,                0.53778,                0.91035,              0.0001751,              0.0001751,              0.0001751
                    228,                0.20794,                0.20682,                0.25828,                0.82829,                0.84804,                0.95429,                0.93975,                 0.8816,                0.84804,                0.95429,                0.93975,                   0.81,                 0.3166,                0.73875,                0.55193,                0.91172,              0.0001685,              0.0001685,              0.0001685
                    229,                0.23664,                0.22443,                0.28059,                0.85611,                0.84792,                0.95366,                0.93975,                0.88677,                0.84792,                0.95366,                0.93975,                0.81654,                0.31291,                0.74703,                0.55341,                0.90953,              0.0001619,              0.0001619,              0.0001619
                    230,                 0.2068,                0.19922,                0.25605,                0.83848,                0.84783,                 0.9639,                0.93975,                0.88677,                0.84783,                 0.9639,                0.93975,                0.82137,                0.30327,                0.75671,                0.55975,                0.90105,              0.0001553,              0.0001553,              0.0001553
                    231,                0.21869,                0.25112,                0.27177,                0.81742,                0.86905,                0.94444,                0.93975,                0.88677,                0.86905,                0.94444,                0.93975,                0.81984,                0.30052,                0.76678,                0.55604,                0.90295,              0.0001487,              0.0001487,              0.0001487
                    232,                0.19195,                0.22325,                0.23678,                0.81853,                0.87987,                0.94444,                 0.9455,                0.88322,                0.87987,                0.94444,                 0.9455,                0.83773,                0.30129,                 0.7774,                0.54786,                0.90283,              0.0001421,              0.0001421,              0.0001421
                    233,                0.21853,                0.20777,                0.26049,                0.81921,                 0.8854,                0.94444,                  0.941,                 0.8857,                 0.8854,                0.94444,                  0.941,                0.84058,                 0.3034,                0.78931,                0.53356,                 0.9038,             0.00013549,             0.00013549,             0.00013549
                    234,                 0.2088,                0.22333,                0.26407,                0.81551,                0.90227,                0.97898,                  0.951,                0.89588,                0.90227,                0.97898,                  0.951,                0.84589,                0.30444,                0.80568,                0.52729,                0.90229,             0.00012889,             0.00012889,             0.00012889
                    235,                0.20738,                0.19747,                0.26446,                0.82892,                 0.9032,                0.98231,                 0.9565,                0.89284,                 0.9032,                0.98231,                 0.9565,                0.85231,                 0.3028,                0.81807,                0.51397,                0.90027,             0.00012229,             0.00012229,             0.00012229
                    236,                0.21215,                 0.2198,                0.25895,                0.83048,                0.90359,                0.98211,                 0.9565,                0.89559,                0.90359,                0.98211,                 0.9565,                0.85395,                0.29839,                0.81997,                0.50587,                0.89791,             0.00011569,             0.00011569,             0.00011569
                    237,                0.21031,                0.21152,                0.25113,                0.83344,                0.90507,                0.97355,                 0.9565,                0.89722,                0.90507,                0.97355,                 0.9565,                0.85173,                0.29429,                0.82396,                 0.4986,                0.89617,             0.00010909,             0.00010909,             0.00010909
                    238,                0.19981,                0.22318,                0.28077,                0.82418,                0.90781,                0.97369,                 0.9675,                0.90819,                0.90781,                0.97369,                 0.9675,                 0.8674,                0.29233,                0.82532,                0.48165,                0.89661,             0.00010249,             0.00010249,             0.00010249
                    239,                0.19338,                0.22325,                0.24112,                0.82042,                0.91972,                0.97776,                 0.9675,                0.91025,                0.91972,                0.97776,                 0.9675,                 0.8614,                0.29197,                0.82719,                0.47287,                0.89783,             9.5886e-05,             9.5886e-05,             9.5886e-05
                    240,                0.21717,                0.20425,                0.28006,                0.83131,                0.92169,                0.98257,                 0.9675,                0.91692,                0.92169,                0.98257,                 0.9675,                0.86534,                0.29334,                 0.8131,                0.46881,                0.89714,             8.9285e-05,             8.9285e-05,             8.9285e-05
                    241,                0.19106,                0.19174,                0.29648,                0.80994,                0.92779,                      1,                 0.9675,                0.92356,                0.92779,                      1,                 0.9675,                0.86391,                0.29233,                0.82163,                0.45678,                0.89564,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    242,                0.17459,                0.18667,                0.24144,                0.77464,                0.93215,                      1,                 0.9675,                0.91321,                0.93215,                      1,                 0.9675,                0.84658,                0.28764,                 0.8301,                 0.4426,                0.89305,             7.6082e-05,             7.6082e-05,             7.6082e-05
                    243,                 0.1666,                0.16144,                0.25442,                 0.7907,                0.93369,                      1,                 0.9675,                0.91319,                0.93369,                      1,                 0.9675,                0.85017,                0.28422,                0.82627,                0.43743,                0.89286,             6.9481e-05,             6.9481e-05,             6.9481e-05
                    244,                0.16909,                0.20531,                0.25494,                0.79387,                0.93288,                0.99548,                 0.9675,                0.92243,                0.93288,                0.99548,                 0.9675,                0.84957,                 0.2884,                0.83147,                0.43479,                0.89916,             6.2879e-05,             6.2879e-05,             6.2879e-05
                    245,                0.18739,                0.16855,                0.24327,                0.79703,                 0.9317,                0.99219,                  0.962,                0.90839,                 0.9317,                0.99219,                  0.962,                0.84831,                0.28964,                0.82509,                0.43604,                0.89848,             5.6278e-05,             5.6278e-05,             5.6278e-05
                    246,                0.17198,                0.16489,                0.24618,                0.80575,                0.93541,                0.99314,                 0.9675,                0.91387,                0.93541,                0.99314,                 0.9675,                0.85406,                0.29137,                 0.8134,                0.43504,                0.89755,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    247,                0.20289,                0.22623,                0.26665,                0.79159,                0.93984,                0.99663,                 0.9675,                0.91439,                0.93984,                0.99663,                 0.9675,                0.84504,                0.29362,                0.80153,                0.43404,                0.89794,             4.3075e-05,             4.3075e-05,             4.3075e-05
                    248,                0.18314,                0.20879,                0.27113,                0.81345,                0.94006,                0.99657,                 0.9675,                0.90139,                0.94006,                0.99657,                 0.9675,                0.85288,                0.29537,                0.78842,                0.43199,                0.89808,             3.6474e-05,             3.6474e-05,             3.6474e-05
                    249,                0.19982,                0.18804,                0.25468,                0.77609,                 0.9401,                0.99438,                 0.9675,                0.90138,                 0.9401,                0.99438,                 0.9675,                0.86287,                0.29544,                 0.7789,                0.43507,                0.89836,             2.9873e-05,             2.9873e-05,             2.9873e-05
                    250,                0.17918,                0.20077,                0.28294,                0.79209,                 0.9407,                0.99188,                 0.9675,                0.90091,                 0.9407,                0.99188,                 0.9675,                0.86341,                0.29169,                0.77405,                0.43796,                0.89373,             2.3271e-05,             2.3271e-05,             2.3271e-05
